order_no,mem_no,order_date,store_cd
2006209,1003104,2021-11-23,2009
2006210,1003105,2021-11-23,2006
2006211,1003106,2021-11-23,2011
2006212,1003107,2021-11-23,2011
2006213,1003108,2021-11-23,2004
2006214,1003109,2021-11-23,2015
2006215,1003110,2021-11-23,2011
2006216,1003111,2021-11-23,2011
2006217,1003112,2021-11-23,2011
2006218,1003113,2021-11-22,2015
2006219,1003114,2021-11-22,2015
2006220,1003115,2021-11-22,2015
2006221,1003116,2021-11-21,2015
2006222,1003117,2021-11-21,2015
2006223,1003118,2021-11-21,2012
2006224,1003119,2021-11-21,2012
2006225,1003120,2021-11-21,2015
2006226,1003121,2021-11-21,2011
2006227,1003122,2021-11-20,2011
2006228,1003123,2021-11-20,2011
2006229,1003124,2021-11-20,2011
2006230,1003125,2021-11-19,2015
2006231,1003126,2021-11-19,2015
2006232,1003127,2021-11-19,2012
2006233,1003128,2021-11-19,2015
2006234,1003129,2021-11-19,2015
2006235,1003130,2021-11-19,2004
2006236,1003131,2021-11-19,2015
2006237,1003132,2021-11-19,2014
2006238,1003133,2021-11-19,2006
2006239,1003134,2021-11-19,2006
2006240,1003135,2021-11-19,2012
2006241,1003136,2021-11-19,2011
2006242,1003137,2021-11-16,2015
2006243,1003138,2021-11-16,2015
2006244,1003139,2021-11-16,2015
2006245,1003140,2021-11-15,2012
2006246,1003141,2021-11-15,2011
2006247,1003142,2021-11-15,2011
2006248,1003143,2021-11-15,2011
2006249,1003144,2021-11-15,2015
2006250,1003145,2021-11-15,2002
2006251,1003146,2021-11-15,2006
2006252,1003147,2021-11-15,2012
2006253,1003148,2021-11-15,2012
2006254,1003149,2021-11-11,2012
2006255,1003150,2021-11-11,2012
2006256,1003151,2021-11-11,2015
2006257,1003152,2021-11-11,2015
2006258,1003153,2021-11-11,2006
2006259,1003154,2021-11-11,2012
2006260,1003155,2021-11-11,2012
2006261,1003156,2021-11-11,2012
2006262,1003157,2021-11-11,2015
2006263,1003158,2021-11-11,2015
2006264,1003159,2021-11-11,2015
2006265,1003160,2021-11-11,2012
2006266,1003161,2021-11-11,2012
2006267,1003162,2021-11-11,2015
2006268,1003163,2021-11-11,2012
2006269,1003164,2021-11-07,2012
2006270,1003165,2021-11-07,2012
2006271,1003166,2021-11-07,2015
2006272,1003167,2021-11-07,2015
2006273,1003168,2021-11-07,2012
2006274,1003169,2021-11-07,2012
2006275,1003170,2021-11-07,2012
2006276,1003171,2021-11-07,2012
2006277,1003172,2021-11-07,2012
2006278,1003173,2021-11-06,2007
2006279,1003174,2021-11-06,2007
2006280,1003175,2021-11-06,2012
2006281,1003176,2021-11-12,2012
2006282,1003177,2021-11-12,2015
2006283,1003178,2021-11-12,2012
2006284,1003179,2021-11-11,2012
2006285,1003180,2021-11-11,2012
2006286,1003181,2021-11-11,2012
2006287,1003182,2021-11-11,2012
2006288,1003183,2021-11-11,2012
2006289,1003184,2021-11-11,2015
2006290,1003185,2021-11-11,2012
2006291,1003186,2021-11-11,2015
2006292,1003187,2021-11-11,2015
2006293,1003188,2021-11-11,2008
2006294,1003189,2021-11-11,2012
2006295,1003190,2021-11-11,2012
2006296,1003191,2021-11-02,2012
2006297,1003192,2021-11-02,2012
2006298,1003193,2021-11-02,2012
2006299,1003194,2021-11-01,2012
2006300,1003195,2021-11-01,2012
2006301,1003196,2021-11-01,2012
2006302,1003197,2021-11-01,2012
2006303,1003198,2021-11-01,2015
2006304,1003199,2021-11-01,2008
2006305,1003200,2021-12-28,2012
2006306,1003201,2021-12-24,2002
2006307,1003202,2021-12-20,2012
2006308,1003203,2021-12-16,2012
2006309,1003204,2021-12-12,2001
2006310,1003205,2021-12-08,2015
2006311,1003206,2021-12-12,2015
2006312,1003207,2021-11-30,2003
2006313,1003208,2021-11-27,2001
2006314,1003209,2021-11-23,2012
2006315,1003210,2021-11-19,2012
2006316,1003211,2021-11-15,2008
2006317,1003212,2021-11-11,2008
2006318,1003213,2021-11-07,2008
2006319,1003214,2021-11-11,2008
2006320,1003215,2021-12-28,2012
2006321,1003216,2021-12-24,2012
2006322,1003217,2021-12-20,2002
2006323,1003218,2021-12-16,2012
2006324,1003219,2021-12-12,2012
2006325,1003220,2021-12-08,2001
2006326,1003221,2021-12-12,2001
2006327,1003222,2021-11-30,2001
2006328,1003223,2021-11-27,2001
2006329,1003224,2021-11-23,2008
2006330,1003225,2021-11-19,2001
2006331,1003226,2021-11-15,2001
2006332,1003227,2021-11-11,2013
2006333,1003228,2021-11-07,2013
2006334,1003229,2021-11-11,2012
2006335,1003230,2021-12-28,2012
2006336,1003231,2021-12-24,2003
2006337,1003232,2021-12-20,2002
2006338,1003233,2021-12-16,2002
2006339,1003234,2021-12-12,2001
2006340,1003235,2021-12-08,2001
2006341,1003236,2021-12-12,2009
2006342,1003237,2021-11-30,2012
2006343,1003238,2021-11-27,2005
2006344,1003239,2021-11-23,2005
2006345,1003240,2021-11-19,2002
2006346,1003241,2021-11-15,2009
2006347,1003242,2021-11-11,2012
2006348,1003243,2021-11-07,2002
2006349,1003244,2021-11-11,2002
2006350,1003245,2021-12-28,2012
2006351,1003246,2021-12-24,2009
2006352,1003247,2021-12-20,2001
2006353,1003248,2021-12-16,2001
2006354,1003249,2021-12-12,2002
2006355,1003250,2021-12-08,2002
2006356,1003251,2021-12-12,2002
2006357,1003252,2021-11-30,2009
2006358,1003253,2021-11-27,2012
2006359,1003254,2021-11-23,2012
2006360,1003255,2021-11-19,2002
2006361,1003256,2021-11-15,2002
2006362,1003257,2021-11-11,2002
2006363,1003258,2021-11-07,2012
2006364,1003259,2021-11-11,2012
2006365,1003260,2021-12-28,2012
2006366,1003261,2021-12-24,2012
2006367,1003262,2021-12-20,2012
2006368,1003263,2021-12-16,2012
2006369,1003264,2021-12-12,2012
2006370,1003265,2021-12-08,2012
2006371,1003266,2021-12-12,2003
2006372,1003267,2021-11-30,2003
2006373,1003268,2021-11-27,2002
2006374,1003269,2021-11-23,2002
2006375,1003270,2021-11-19,2013
2006376,1003271,2021-11-15,2006
2006377,1003272,2021-11-11,2006
2006378,1003273,2021-11-07,2010
2006379,1003274,2021-11-11,2010
2006380,1003275,2021-12-28,2002
2006381,1003276,2021-12-24,2003
2006382,1003277,2021-12-20,2006
2006383,1003278,2021-12-16,2003
2006384,1003279,2021-12-12,2011
2006385,1003280,2021-12-08,2012
2006386,1003281,2021-12-12,2012
2006387,1003282,2021-11-30,2012
2006388,1003283,2021-11-27,2012
2006389,1003284,2021-11-23,2012
2006390,1003285,2021-11-19,2012
2006391,1003286,2021-11-15,2012
2006392,1003287,2021-11-11,2003
2006393,1003288,2021-11-07,2002
2006394,1003289,2021-11-11,2003
2006395,1003290,2021-12-28,2003
2006396,1003291,2021-12-24,2003
2006397,1003292,2021-12-20,2003
2006398,1003293,2021-12-16,2003
2006399,1003294,2021-12-12,2012
2006400,1003295,2021-12-08,2004
2006401,1003296,2021-12-12,2012
2006402,1003297,2021-11-30,2012
2006403,1003298,2021-11-27,2012
2006404,1003299,2021-11-23,2012
2006405,1003300,2021-11-19,2012
2006406,1003301,2021-11-15,2007
2006407,1003302,2021-11-11,2007
2006408,1003303,2021-11-07,2011
2006409,1003304,2021-11-11,2011
2006410,1003305,2021-12-28,2011
2006411,1003306,2021-12-24,2005
2006412,1003307,2021-12-20,2012
2006413,1003308,2021-12-16,2012
2006414,1003309,2021-12-12,2007
2006415,1003310,2021-12-08,2011
2006416,1003311,2021-12-12,2003
2006417,1003312,2021-11-30,2012
2006418,1003313,2021-11-27,2012
2006419,1003314,2021-11-23,2012
2006420,1003315,2021-11-19,2007
2006421,1003316,2021-11-15,2004
2006422,1003317,2021-11-11,2012
2006423,1003318,2021-11-07,2012
2006424,1003319,2021-11-11,2012
2006425,1003320,2021-11-01,2012
2006426,1003321,2021-11-02,2012
2006427,1003322,2021-11-11,2012
2006428,1003323,2021-11-12,2012
2006429,1003324,2021-11-19,2012
2006430,1003325,2021-11-20,2012
2006431,1003326,2021-11-21,2012
2006432,1003327,2021-11-22,2012
2006433,1003328,2021-11-23,2012
2006434,1003329,2021-11-24,2012
2006435,1003330,2021-12-08,2012
2006436,1003331,2021-12-09,2012
2006437,1003332,2021-12-10,2005
2006438,1003333,2021-12-11,2012
2006439,1003334,2021-12-12,2007
2006440,1003335,2021-12-13,2004
2006441,1003336,2021-12-28,2004
2006442,1003337,2021-12-29,2006
2006443,1003338,2021-12-30,2005
2006444,1003339,2021-12-10,2008
2006445,1003340,2021-11-11,2008
2006446,1003341,2021-11-01,2012
2006447,1003342,2021-11-06,2012
2006448,1003343,2021-11-11,2006
2006449,1003344,2021-11-16,2012
2006450,1003345,2021-11-21,2002
2006451,1003346,2021-11-26,2011
2006452,1003347,2021-11-30,2004
2006453,1003348,2021-12-05,2012
2006454,1003349,2021-12-10,2002
2006455,1003350,2021-12-15,2005
2006456,1003351,2021-12-20,2004
2006457,1003352,2021-12-25,2012
2006458,1003353,2021-12-30,2012
2006459,1003354,2021-11-01,2008
2006460,1003355,2021-11-02,2001
2006461,1003356,2021-11-11,2008
2006462,1003357,2021-11-12,2012
2006463,1003358,2021-11-19,2013
2006464,1003359,2021-11-20,2012
2006465,1003360,2021-11-21,2012
2006466,1003361,2021-11-22,2012
2006467,1003362,2021-11-23,2011
2006468,1003363,2021-11-24,2013
2006469,1003364,2021-12-08,2013
2006470,1003365,2021-12-09,2006
2006471,1003366,2021-12-10,2013
2006472,1003367,2021-12-11,2011
2006473,1003368,2021-12-12,2011
2006474,1003369,2021-12-13,2005
2006475,1003370,2021-12-28,2013
2006476,1003371,2021-12-29,2005
2006477,1003372,2021-12-30,2009
2006478,1003373,2021-12-10,2003
2006479,1003374,2021-11-11,2009
2006480,1003375,2021-11-01,2009
2006481,1003376,2021-11-06,2013
2006482,1003377,2021-11-11,2013
2006483,1003378,2021-11-16,2009
2006484,1003379,2021-11-21,2011
2006485,1003380,2021-11-26,2011
2006486,1003381,2021-12-05,2013
2006487,1003382,2021-12-05,2013
2006488,1003383,2021-12-10,2006
2006489,1003384,2021-12-15,2012
2006490,1003385,2021-12-20,2012
2006491,1003386,2021-12-25,2013
2006492,1003387,2021-12-30,2003
2006493,1003388,2021-11-01,2013
2006494,1003389,2021-11-02,2012
2006495,1003390,2021-11-11,2012
2006496,1003391,2021-11-12,2013
2006497,1003392,2021-11-19,2006
2006498,1003393,2021-11-20,2013
2006499,1003394,2021-11-21,2013
2006500,1003395,2021-11-22,2013
2006501,1003396,2021-11-23,2009
2006502,1003397,2021-11-24,2013
2006503,1003398,2021-12-08,2013
2006504,1003399,2021-12-09,2013
2006505,1003400,2021-12-10,2012
2006506,1003401,2021-12-11,2012
2006507,1003402,2021-12-12,2012
2006508,1003403,2020-12-30,2012
2006509,1003404,2020-12-30,2013
2006510,1003405,2020-12-30,2009
2006511,1003406,2020-12-30,2008
2006512,1003407,2020-12-30,2012
2006513,1003408,2020-12-30,2012
2006514,1003409,2020-12-30,2012
2006515,1003410,2020-12-30,2012
2006516,1003411,2020-12-30,2007
2006517,1003412,2020-12-30,2006
2006518,1003413,2020-12-30,2013
2006519,1003414,2020-12-30,2013
2006520,1003415,2020-12-30,2010
2006521,1003416,2020-12-30,2013
2006522,1003417,2020-12-30,2004
2006523,1003418,2020-12-30,2013
2006524,1003419,2020-12-29,2013
2006525,1003420,2020-12-29,2010
2006526,1003421,2020-12-29,2010
2006527,1003422,2020-12-29,2010
2006528,1003423,2020-12-29,2013
2006529,1003424,2020-12-29,2010
2006530,1003425,2020-12-29,2012
2006531,1003426,2020-12-29,2012
2006532,1003427,2020-12-28,2013
2006533,1003428,2020-12-28,2013
2006534,1003429,2020-12-28,2013
2006535,1003430,2020-12-28,2013
2006536,1003431,2020-12-28,2013
2006537,1003432,2020-12-28,2012
2006538,1003433,2020-12-28,2010
2006539,1003434,2020-12-28,2007
2006540,1003435,2020-12-28,2014
2006541,1003436,2020-12-28,2014
2006542,1003437,2020-12-28,2013
2006543,1003438,2020-12-28,2013
2006544,1003439,2020-12-28,2013
2006545,1003440,2020-12-28,2013
2006546,1003441,2020-12-28,2013
2006547,1003442,2020-12-28,2012
2006548,1003443,2020-12-28,2012
2006549,1003444,2020-12-28,2013
2006550,1003445,2020-11-28,2013
2006551,1003446,2020-11-28,2009
2006552,1003447,2020-11-28,2013
2006553,1003448,2020-11-28,2010
2006554,1003449,2020-11-28,2011
2006555,1003450,2020-11-28,2011
2006556,1003451,2020-11-28,2013
2006557,1003452,2020-11-28,2004
2006558,1003453,2020-11-28,2013
2006559,1003454,2020-11-28,2013
2006560,1003455,2020-11-28,2013
2006561,1003456,2020-11-28,2009
2006562,1003457,2020-11-28,2004
2006563,1003458,2020-11-28,2011
2006564,1003459,2020-11-28,2005
2006565,1003460,2020-11-28,2013
2006566,1003461,2020-11-28,2008
2006567,1003462,2020-11-25,2007
2006568,1003463,2020-11-25,2007
2006569,1003464,2020-11-25,2007
2006570,1003465,2020-11-25,2007
2006571,1003466,2020-11-25,2007
2006572,1003467,2020-11-25,2013
2006573,1003468,2020-11-25,2011
2006574,1003469,2020-11-25,2013
2006575,1003470,2020-11-24,2013
2006576,1003471,2020-11-24,2013
2006577,1003472,2020-11-24,2013
2006578,1003473,2020-11-24,2013
2006579,1003474,2020-11-24,2011
2006580,1003475,2020-11-24,2011
2006581,1003476,2020-11-24,2011
2006582,1003477,2020-11-24,2004
2006583,1003478,2020-11-24,2008
2006584,1003479,2020-11-24,2013
2006585,1003480,2020-11-24,2004
2006586,1003481,2020-11-24,2013
2006587,1003482,2020-11-24,2004
2006588,1003483,2020-11-24,2003
2006589,1003484,2020-11-24,2001
2006590,1003485,2020-11-24,2013
2006591,1003486,2020-11-24,2003
2006592,1003487,2020-11-24,2003
2006593,1003488,2020-11-24,2013
2006594,1003489,2020-11-24,2003
2006595,1003490,2020-11-24,2003
2006596,1003491,2020-11-24,2001
2006597,1003492,2020-12-24,2014
2006598,1003493,2020-12-24,2011
2006599,1003494,2020-12-24,2011
2006600,1003495,2020-12-24,2008
2006601,1003496,2020-12-24,2008
2006602,1003497,2020-12-20,2008
2006603,1003498,2020-12-20,2011
2006604,1003499,2020-12-20,2011
2006605,1003500,2020-12-20,2011
2006606,1003501,2020-12-20,2006
2006607,1003502,2020-12-20,2013
2006608,1003503,2020-12-20,2008
2006609,1003504,2020-12-20,2003
2006610,1003505,2020-12-20,2003
2006611,1003506,2020-12-20,2014
2006612,1003507,2020-12-20,2014
2006613,1003508,2020-12-20,2014
2006614,1003509,2020-12-20,2014
2006615,1003510,2020-12-20,2014
2006616,1003511,2020-12-20,2014
2006617,1003512,2020-12-20,2011
2006618,1003513,2020-12-20,2014
2006619,1003514,2020-12-20,2014
2006620,1003515,2020-12-20,2014
2006621,1003516,2020-12-20,2014
2006622,1003517,2020-12-20,2015
2006623,1003518,2020-12-20,2014
2006624,1003519,2020-12-20,2014
2006625,1003520,2020-12-20,2009
2006626,1003521,2020-12-20,2009
2006627,1003522,2020-12-20,2006
2006628,1003523,2020-12-20,2011
2006629,1003524,2020-12-20,2011
2006630,1003525,2020-12-20,2004
2006631,1003526,2020-12-20,2015
2006632,1003527,2020-12-20,2011
2006633,1003528,2020-12-20,2011
2006634,1003529,2020-12-20,2011
2006635,1003530,2020-12-20,2015
2006636,1003531,2020-12-20,2015
2006637,1003532,2020-12-16,2015
2006638,1003533,2020-12-16,2015
2006639,1003534,2020-12-16,2015
2006640,1003535,2020-12-16,2012
2006641,1003536,2020-12-16,2012
2006642,1003537,2020-12-16,2015
2006643,1003538,2020-12-16,2011
2006644,1003539,2020-12-16,2011
2006645,1003540,2020-12-16,2011
2006646,1003541,2020-12-16,2011
2006647,1003542,2020-12-16,2015
2006648,1003543,2020-12-16,2015
2006649,1003544,2020-12-16,2012
2006650,1003545,2020-12-16,2015
2006651,1003546,2020-12-16,2015
2006652,1003547,2020-12-16,2004
2006653,1003548,2020-12-16,2015
2006654,1003549,2020-12-16,2014
2006655,1003550,2020-12-16,2006
2006656,1003551,2020-12-16,2006
2006657,1003552,2020-12-16,2012
2006658,1003553,2020-12-16,2011
2006659,1003554,2020-12-16,2015
2006660,1003555,2020-12-16,2015
2006661,1003556,2020-12-16,2015
2006662,1003557,2020-12-16,2012
2006663,1003558,2020-12-16,2011
2006664,1003559,2020-12-15,2011
2006665,1003560,2020-12-15,2011
2006666,1003561,2020-12-15,2015
2006667,1003562,2020-12-15,2002
2006668,1003563,2020-12-15,2006
2006669,1003564,2020-12-15,2012
2006670,1003565,2020-12-15,2012
2006671,1003566,2020-12-15,2012
2006672,1003567,2020-12-13,2012
2006673,1003568,2020-12-13,2015
2006674,1003569,2020-12-13,2015
2006675,1003570,2020-12-13,2006
2006676,1003571,2020-12-13,2012
2006677,1003572,2020-12-13,2012
2006678,1003573,2020-12-13,2012
2006679,1003574,2020-12-13,2015
2006680,1003575,2020-12-12,2015
2006681,1003576,2020-12-12,2015
2006682,1003577,2020-12-12,2012
2006683,1003578,2020-12-12,2012
2006684,1003579,2020-12-12,2015
2006685,1003580,2020-12-12,2012
2006686,1003581,2020-12-12,2012
2006687,1003582,2020-12-12,2012
2006688,1003583,2020-12-12,2015
2006689,1003584,2020-12-12,2015
2006690,1003585,2020-12-12,2012
2006691,1003586,2020-12-12,2012
2006692,1003587,2020-12-12,2012
2006693,1003588,2020-12-12,2012
2006694,1003589,2020-12-12,2012
2006695,1003590,2020-12-12,2007
2006696,1003591,2020-12-12,2007
2006697,1003592,2020-12-12,2012
2006698,1003593,2020-12-12,2012
2006699,1003594,2020-12-12,2015
2006700,1003595,2020-12-12,2012
2006701,1003596,2020-12-12,2012
2006702,1003597,2020-12-12,2012
2006703,1003598,2020-12-12,2012
2006704,1003599,2020-12-12,2012
2006705,1003600,2020-12-12,2012
2006706,1003601,2020-12-12,2015
2006707,1003602,2020-12-12,2012
2006708,1003603,2020-12-12,2015
2006709,1003604,2020-12-12,2015
2006710,1003605,2020-12-12,2008
2006711,1003606,2020-12-12,2012
2006712,1003607,2020-12-12,2012
2006713,1003608,2020-12-12,2012
2006714,1003609,2020-12-12,2012
2006715,1003610,2020-12-12,2012
2006716,1003611,2020-12-12,2012
2006717,1003612,2020-12-12,2012
2006718,1003613,2020-12-12,2012
2006719,1003614,2020-12-12,2012
2006720,1003615,2020-12-12,2015
2006721,1003616,2020-12-12,2008
2006722,1003617,2020-12-12,2012
2006723,1003618,2020-12-12,2002
2006724,1003619,2020-12-12,2012
2006725,1003620,2020-12-12,2012
2006726,1003621,2020-12-12,2001
2006727,1003622,2020-12-12,2015
2006728,1003623,2020-12-12,2015
2006729,1003624,2020-12-12,2003
2006730,1003625,2020-12-12,2001
2006731,1003626,2020-12-12,2012
2006732,1003627,2020-12-12,2012
2006733,1003628,2020-12-12,2008
2006734,1003629,2020-12-12,2008
2006735,1003630,2020-12-12,2008
2006736,1003631,2020-12-12,2008
2006737,1003632,2020-12-12,2012
2006738,1003633,2020-12-12,2012
2006739,1003634,2020-12-12,2002
2006740,1003635,2020-12-12,2012
2006741,1003636,2020-12-12,2012
2006742,1003637,2020-12-12,2001
2006743,1003638,2020-12-11,2001
2006744,1003639,2020-12-11,2001
2006745,1003640,2020-12-11,2001
2006746,1003641,2020-12-11,2008
2006747,1003642,2020-12-11,2001
2006748,1003643,2020-12-11,2001
2006749,1003644,2020-12-11,2013
2006750,1003645,2020-12-11,2013
2006751,1003646,2020-12-11,2012
2006752,1003647,2020-12-10,2012
2006753,1003648,2020-12-10,2003
2006754,1003649,2020-12-10,2002
2006755,1003650,2020-12-10,2002
2006756,1003651,2020-12-10,2001
2006757,1003652,2020-12-10,2001
2006758,1003653,2020-12-10,2009
2006759,1003654,2020-12-10,2012
2006760,1003655,2020-12-10,2005
2006761,1003656,2020-12-10,2005
2006762,1003657,2020-12-10,2002
2006763,1003658,2020-12-10,2009
2006764,1003659,2020-12-10,2012
2006765,1003660,2020-12-10,2002
2006766,1003661,2020-12-10,2002
2006767,1003662,2020-12-10,2012
2006768,1003663,2020-12-10,2009
2006769,1003664,2020-12-10,2001
2006770,1003665,2020-12-10,2001
2006771,1003666,2020-12-10,2002
2006772,1003667,2020-12-10,2002
2006773,1003668,2020-12-10,2002
2006774,1003669,2020-12-10,2009
2006775,1003670,2020-12-10,2012
2006776,1003671,2020-12-10,2012
2006777,1003672,2020-12-09,2002
2006778,1003673,2020-12-09,2002
2006779,1003674,2020-12-09,2002
2006780,1003675,2020-12-09,2012
2006781,1003676,2020-12-09,2012
2006782,1003677,2020-12-09,2012
2006783,1003678,2020-12-09,2012
2006784,1003679,2020-12-09,2012
2006785,1003680,2020-12-09,2012
2006786,1003681,2020-12-08,2012
2006787,1003682,2020-12-08,2012
2006788,1003683,2020-12-08,2003
2006789,1003684,2020-12-08,2003
2006790,1003685,2020-12-08,2002
2006791,1003686,2020-12-08,2002
2006792,1003687,2020-12-08,2013
2006793,1003688,2020-12-08,2006
2006794,1003689,2020-12-08,2006
2006795,1003690,2020-12-08,2010
2006796,1003691,2020-12-08,2010
2006797,1003692,2020-12-08,2002
2006798,1003693,2020-12-08,2003
2006799,1003694,2020-12-08,2006
2006800,1003695,2020-12-08,2003
2006801,1003696,2020-12-08,2011
2006802,1003697,2020-12-08,2012
2006803,1003698,2020-12-08,2012
2006804,1003699,2020-12-08,2012
2006805,1003700,2020-12-08,2012
2006806,1003701,2020-12-08,2012
2006807,1003702,2020-12-08,2012
2006808,1003703,2020-12-08,2012
2006809,1003704,2020-12-08,2003
2006810,1003705,2020-12-08,2002
2006811,1003706,2020-12-08,2003
2006812,1003707,2020-12-08,2003
2006813,1003708,2020-12-08,2003
2006814,1003709,2020-12-08,2003
2006815,1003710,2020-12-08,2003
2006816,1003711,2020-12-08,2012
2006817,1003712,2020-12-08,2004
2006818,1003713,2020-12-08,2012
2006819,1003714,2020-12-08,2012
2006820,1003715,2020-12-08,2012
2006821,1003716,2020-12-08,2012
2006822,1003717,2020-12-05,2012
2006823,1003718,2020-12-05,2007
2006824,1003719,2020-12-05,2007
2006825,1003720,2020-12-05,2011
2006826,1003721,2020-12-05,2011
2006827,1003722,2020-12-05,2011
2006828,1003723,2020-12-05,2005
2006829,1003724,2020-12-05,2012
2006830,1003725,2020-12-05,2012
2006831,1003726,2020-10-30,2007
2006832,1003727,2020-10-30,2011
2006833,1003728,2020-10-30,2003
2006834,1003729,2020-10-30,2012
2006835,1003730,2020-10-30,2012
2006836,1003731,2020-10-30,2012
2006837,1003732,2020-10-30,2007
2006838,1003733,2020-10-30,2004
2006839,1003734,2020-10-30,2012
2006840,1003735,2020-10-30,2012
2006841,1003736,2020-10-30,2012
2006842,1003737,2020-10-30,2012
2006843,1003738,2020-10-30,2012
2006844,1003739,2020-10-30,2012
2006845,1003740,2020-10-30,2012
2006846,1003741,2020-10-30,2012
2006847,1003742,2020-10-30,2012
2006848,1003743,2020-10-30,2012
2006849,1003744,2020-10-30,2012
2006850,1003745,2020-10-30,2012
2006851,1003746,2020-10-30,2012
2006852,1003747,2020-10-30,2012
2006853,1003748,2020-10-30,2012
2006854,1003749,2020-10-30,2005
2006855,1003750,2020-10-30,2012
2006856,1003751,2020-10-30,2007
2006857,1003752,2020-10-30,2004
2006858,1003753,2020-10-30,2004
2006859,1003754,2020-10-30,2006
2006860,1003755,2020-10-30,2005
2006861,1003756,2020-10-30,2008
2006862,1003757,2020-10-30,2008
2006863,1003758,2020-10-30,2012
2006864,1003759,2020-10-27,2012
2006865,1003760,2020-10-27,2006
2006866,1003761,2020-10-27,2012
2006867,1003762,2020-10-27,2002
2006868,1003763,2020-10-27,2011
2006869,1003764,2020-10-27,2004
2006870,1003765,2020-10-27,2012
2006871,1003766,2020-10-27,2002
2006872,1003767,2020-10-27,2005
2006873,1003768,2020-10-27,2004
2006874,1003769,2020-10-27,2012
2006875,1003770,2020-10-27,2012
2006876,1003771,2020-10-27,2008
2006877,1003772,2020-10-27,2001
2006878,1003773,2020-10-27,2008
2006879,1003774,2020-10-27,2012
2006880,1003775,2020-10-27,2013
2006881,1003776,2020-10-27,2012
2006882,1003777,2020-10-27,2012
2006883,1003778,2020-10-27,2012
2006884,1003779,2020-10-27,2011
2006885,1003780,2020-10-27,2013
2006886,1003781,2020-10-27,2013
2006887,1003782,2020-10-27,2006
2006888,1003783,2020-10-27,2013
2006889,1003784,2020-10-27,2011
2006890,1003785,2020-10-27,2011
2006891,1003786,2020-10-26,2005
2006892,1003787,2020-10-26,2013
2006893,1003788,2020-10-26,2005
2006894,1003789,2020-10-26,2009
2006895,1003790,2020-10-26,2003
2006896,1003791,2020-10-26,2009
2006897,1003792,2020-10-26,2009
2006898,1003793,2020-10-26,2013
2006899,1003794,2020-10-26,2013
2006900,1003795,2020-10-24,2009
2006901,1003796,2020-10-24,2011
2006902,1003797,2020-10-24,2011
2006903,1003798,2020-10-24,2013
2006904,1003799,2020-10-24,2013
2006905,1003800,2020-10-24,2006
2006906,1003801,2020-10-24,2012
2006907,1003802,2020-10-24,2012
2006908,1003803,2020-10-24,2013
2006909,1003804,2020-10-23,2003
2006910,1003805,2020-10-23,2013
2006911,1003806,2020-10-23,2012
2006912,1003807,2020-10-23,2012
2006913,1003808,2020-10-23,2013
2006914,1003809,2020-10-23,2006
2006915,1003810,2020-10-23,2013
2006916,1003811,2020-10-23,2013
2006917,1003812,2020-10-23,2013
2006918,1003813,2020-10-23,2009
2006919,1003814,2020-10-23,2013
2006920,1003815,2020-10-23,2013
2006921,1003816,2020-10-23,2013
2006922,1003817,2020-10-23,2012
2006923,1003818,2020-10-23,2012
2006924,1003819,2020-10-23,2012
2006925,1003820,2020-10-23,2012
2006926,1003821,2020-10-23,2013
2006927,1003822,2020-10-23,2009
2006928,1003823,2020-10-23,2008
2006929,1003824,2020-10-23,2012
2006930,1003825,2020-10-23,2012
2006931,1003826,2020-10-23,2012
2006932,1003827,2020-10-23,2012
2006933,1003828,2020-10-23,2007
2006934,1003829,2020-10-23,2006
2006935,1003830,2020-10-23,2013
2006936,1003831,2020-10-23,2013
2006937,1003832,2020-10-23,2010
2006938,1003833,2020-10-23,2013
2006939,1003834,2020-10-23,2004
2006940,1003835,2020-10-23,2013
2006941,1003836,2020-10-23,2013
2006942,1003837,2020-10-23,2010
2006943,1003838,2020-10-23,2010
2006944,1003839,2020-10-23,2010
2006945,1003840,2020-10-22,2013
2006946,1003841,2020-10-22,2010
2006947,1003842,2020-10-22,2012
2006948,1003843,2020-10-22,2012
2006949,1003844,2020-10-22,2013
2006950,1003845,2020-10-22,2013
2006951,1003846,2020-10-22,2013
2006952,1003847,2020-10-22,2013
2006953,1003848,2020-10-22,2013
2006954,1003849,2020-10-21,2012
2006955,1003850,2020-10-21,2010
2006956,1003851,2020-10-21,2007
2006957,1003852,2020-10-21,2014
2006958,1003853,2020-10-21,2014
2006959,1003854,2020-10-21,2013
2006960,1003855,2020-10-21,2013
2006961,1003856,2020-10-21,2013
2006962,1003857,2020-10-21,2013
2006963,1003858,2020-10-21,2013
2006964,1003859,2020-10-21,2012
2006965,1003860,2020-10-21,2012
2006966,1003861,2020-10-21,2013
2006967,1003862,2020-10-21,2013
2006968,1003863,2020-10-21,2009
2006969,1003864,2020-10-21,2013
2006970,1003865,2020-10-21,2010
2006971,1003866,2020-10-20,2011
2006972,1003867,2020-10-20,2011
2006973,1003868,2020-10-20,2013
2006974,1003869,2020-10-20,2004
2006975,1003870,2020-10-20,2013
2006976,1003871,2020-10-20,2013
2006977,1003872,2020-10-20,2013
2006978,1003873,2020-10-20,2009
2006979,1003874,2020-10-20,2004
2006980,1003875,2020-10-19,2011
2006981,1003876,2020-10-19,2005
2006982,1003877,2020-10-19,2013
2006983,1003878,2020-10-19,2008
2006984,1003879,2020-10-19,2007
