mem_no,gender,age,addr,join_date
1003030,women,69,Gangwon,2021-12-12
1003031,women,51,Gyeonggi,2021-12-12
1003032,women,63,Gangwon,2021-12-12
1003033,man,50,Incheon,2021-12-12
1003034,man,50,Incheon,2021-12-12
1003035,women,55,Gwangju,2021-12-11
1003036,women,55,Gwangju,2021-12-11
1003037,women,50,Gwangju,2021-12-11
1003038,women,43,Incheon,2021-12-10
1003039,man,30,Seoul,2021-12-10
1003040,man,42,Incheon,2021-12-10
1003041,women,41,Incheon,2021-12-10
1003042,man,38,Seoul,2021-12-10
1003043,man,40,Incheon,2021-12-10
1003044,women,40,Incheon,2021-12-10
1003045,man,39,Seoul,2021-12-10
1003046,man,44,Incheon,2021-12-10
1003047,man,44,Incheon,2021-12-09
1003048,man,40,Incheon,2021-12-09
1003049,man,48,Incheon,2021-12-09
1003050,women,49,Incheon,2021-12-08
1003051,man,62,Busan,2021-12-08
1003052,man,58,Seoul,2021-12-08
1003053,man,61,Busan,2021-12-08
1003054,man,59,Seoul,2021-12-08
1003055,man,60,Busan,2021-12-08
1003056,man,50,Seoul,2021-12-08
1003057,man,60,Busan,2021-12-08
1003058,man,50,Seoul,2021-12-08
1003059,man,65,Busan,2021-12-08
1003060,women,40,Incheon,2021-12-08
1003061,women,40,Incheon,2021-12-08
1003062,women,40,Incheon,2021-12-05
1003063,women,40,Incheon,2021-12-05
1003064,women,44,Incheon,2021-12-05
1003065,women,66,Daejeon,2021-12-12
1003066,women,55,Seoul,2021-12-12
1003067,women,60,Daejeon,2021-12-12
1003068,women,55,Seoul,2021-12-12
1003069,women,68,Daejeon,2021-12-12
1003070,women,54,Seoul,2021-12-12
1003071,women,69,Daejeon,2021-12-12
1003072,women,54,Seoul,2021-12-12
1003073,women,60,Daejeon,2021-12-12
1003074,man,44,Incheon,2021-11-30
1003075,women,60,Jeju,2021-11-30
1003076,women,43,Gyeonggi,2021-11-30
1003077,women,60,Jeju,2021-11-30
1003078,women,42,Gyeonggi,2021-11-30
1003079,women,60,Jeju,2021-11-30
1003080,women,41,Gyeonggi,2021-11-30
1003081,women,60,Jeju,2021-11-30
1003082,women,40,Gyeonggi,2021-11-30
1003083,women,60,Jeju,2021-11-30
1003084,man,40,Incheon,2021-11-30
1003085,man,44,Incheon,2021-11-30
1003086,man,64,Daejeon,2021-11-27
1003087,man,44,Gangwon,2021-11-27
1003088,man,64,Daejeon,2021-11-27
1003089,man,40,Gangwon,2021-11-27
1003090,man,63,Daejeon,2021-11-27
1003091,man,48,Gangwon,2021-11-27
1003092,man,62,Daejeon,2021-11-27
1003093,man,49,Gangwon,2021-11-27
1003094,man,61,Daejeon,2021-11-27
1003095,man,53,Gwangju,2021-11-26
1003096,man,52,Gwangju,2021-11-26
1003097,man,51,Gwangju,2021-11-26
1003098,man,33,Gwangju,2021-11-24
1003099,man,32,Gwangju,2021-11-24
1003100,man,31,Gwangju,2021-11-24
1003101,man,30,Daegu,2021-11-23
1003102,man,60,Daegu,2021-11-23
1003103,man,40,Busan,2021-11-23
1003104,man,60,Daegu,2021-11-23
1003105,man,40,Busan,2021-11-23
1003106,man,65,Daegu,2021-11-23
1003107,man,44,Busan,2021-11-23
1003108,man,66,Daegu,2021-11-23
1003109,man,44,Busan,2021-11-23
1003110,man,60,Daegu,2021-11-23
1003111,man,30,Daegu,2021-11-23
1003112,man,33,Daegu,2021-11-23
1003113,man,33,Daejeon,2021-11-22
1003114,man,30,Daejeon,2021-11-22
1003115,man,38,Daejeon,2021-11-22
1003116,women,39,Jeju,2021-11-21
1003117,man,50,Incheon,2021-11-21
1003118,women,30,Jeju,2021-11-21
1003119,man,50,Incheon,2021-11-21
1003120,women,30,Jeju,2021-11-21
1003121,man,55,Incheon,2021-11-21
1003122,women,30,Daegu,2021-11-20
1003123,women,30,Daegu,2021-11-20
1003124,women,30,Daegu,2021-11-20
1003125,man,23,Daejeon,2021-11-19
1003126,man,68,Gwangju,2021-11-19
1003127,man,40,Daejeon,2021-11-19
1003128,man,69,Gwangju,2021-11-19
1003129,man,48,Daejeon,2021-11-19
1003130,man,60,Gwangju,2021-11-19
1003131,man,49,Daejeon,2021-11-19
1003132,man,60,Gwangju,2021-11-19
1003133,man,43,Daejeon,2021-11-19
1003134,man,65,Gwangju,2021-11-19
1003135,man,24,Daejeon,2021-11-19
1003136,man,20,Daejeon,2021-11-19
1003137,women,55,Incheon,2021-11-16
1003138,women,50,Incheon,2021-11-16
1003139,women,58,Incheon,2021-11-16
1003140,women,66,Incheon,2021-11-15
1003141,women,42,Jeju,2021-11-15
1003142,women,64,Incheon,2021-11-15
1003143,women,41,Jeju,2021-11-15
1003144,women,64,Incheon,2021-11-15
1003145,women,40,Jeju,2021-11-15
1003146,women,63,Incheon,2021-11-15
1003147,women,40,Jeju,2021-11-15
1003148,women,62,Incheon,2021-11-15
1003149,women,30,Gyeonggi,2021-11-11
1003150,women,59,Incheon,2021-11-11
1003151,man,61,Incheon,2021-11-11
1003152,man,44,Daejeon,2021-11-11
1003153,man,60,Incheon,2021-11-11
1003154,man,44,Daejeon,2021-11-11
1003155,man,60,Incheon,2021-11-11
1003156,man,40,Daejeon,2021-11-11
1003157,man,65,Incheon,2021-11-11
1003158,man,48,Daejeon,2021-11-11
1003159,man,66,Incheon,2021-11-11
1003160,women,33,Gyeonggi,2021-11-11
1003161,women,50,Incheon,2021-11-11
1003162,women,33,Gyeonggi,2021-11-11
1003163,women,50,Incheon,2021-11-11
1003164,women,60,Incheon,2021-11-07
1003165,women,22,Daegu,2021-11-07
1003166,women,68,Incheon,2021-11-07
1003167,women,22,Daegu,2021-11-07
1003168,women,69,Incheon,2021-11-07
1003169,women,22,Daegu,2021-11-07
1003170,women,60,Incheon,2021-11-07
1003171,women,22,Daegu,2021-11-07
1003172,women,60,Incheon,2021-11-07
1003173,man,50,Gwangju,2021-11-06
1003174,man,50,Gwangju,2021-11-06
1003175,man,50,Gwangju,2021-11-06
1003176,women,21,Jeju,2021-11-12
1003177,women,28,Jeju,2021-11-12
1003178,women,29,Jeju,2021-11-12
1003179,man,49,Daejeon,2021-11-11
1003180,women,60,Seoul,2021-11-11
1003181,women,22,Gwangju,2021-11-11
1003182,women,60,Seoul,2021-11-11
1003183,women,22,Gwangju,2021-11-11
1003184,women,60,Seoul,2021-11-11
1003185,women,22,Gwangju,2021-11-11
1003186,women,60,Seoul,2021-11-11
1003187,women,21,Gwangju,2021-11-11
1003188,women,64,Seoul,2021-11-11
1003189,man,40,Daejeon,2021-11-11
1003190,man,40,Daejeon,2021-11-11
1003191,man,40,Busan,2021-11-02
1003192,man,40,Busan,2021-11-02
1003193,man,40,Busan,2021-11-02
1003194,man,40,Gangwon,2021-11-01
1003195,women,50,Daegu,2021-11-01
1003196,man,44,Gangwon,2021-11-01
1003197,women,54,Daegu,2021-11-01
1003198,man,44,Gangwon,2021-11-01
1003199,women,54,Daegu,2021-11-01
1003200,women,51,Incheon,2021-12-28
1003201,man,52,Incheon,2021-12-24
1003202,man,50,Incheon,2021-12-20
1003203,man,50,Seoul,2021-12-16
1003204,women,50,Gyeonggi,2021-12-12
1003205,man,50,Seoul,2021-12-08
1003206,women,50,Seoul,2021-12-12
1003207,women,48,Gyeonggi,2021-11-30
1003208,man,49,Gangwon,2021-11-27
1003209,man,40,Busan,2021-11-23
1003210,man,40,Daejeon,2021-11-19
1003211,women,44,Jeju,2021-11-15
1003212,man,44,Daejeon,2021-11-11
1003213,women,20,Daegu,2021-11-07
1003214,women,28,Gwangju,2021-11-11
1003215,women,60,Gyeonggi,2021-12-28
1003216,man,60,Seoul,2021-12-24
1003217,man,60,Seoul,2021-12-20
1003218,man,60,Gyeonggi,2021-12-16
1003219,women,60,Gangwon,2021-12-12
1003220,man,60,Busan,2021-12-08
1003221,women,60,Daejeon,2021-12-12
1003222,women,62,Jeju,2021-11-30
1003223,man,64,Daejeon,2021-11-27
1003224,man,64,Daegu,2021-11-23
1003225,man,61,Gwangju,2021-11-19
1003226,women,61,Incheon,2021-11-15
1003227,man,62,Incheon,2021-11-11
1003228,women,60,Incheon,2021-11-07
1003229,women,60,Seoul,2021-11-11
1003230,women,52,Incheon,2021-12-28
1003231,man,54,Incheon,2021-12-24
1003232,man,54,Incheon,2021-12-20
1003233,man,51,Seoul,2021-12-16
1003234,women,51,Gyeonggi,2021-12-12
1003235,man,52,Seoul,2021-12-08
1003236,women,54,Seoul,2021-12-12
1003237,women,40,Gyeonggi,2021-11-30
1003238,man,44,Gangwon,2021-11-27
1003239,man,44,Busan,2021-11-23
1003240,man,43,Daejeon,2021-11-19
1003241,women,42,Jeju,2021-11-15
1003242,man,41,Daejeon,2021-11-11
1003243,women,20,Daegu,2021-11-07
1003244,women,20,Gwangju,2021-11-11
1003245,women,64,Gyeonggi,2021-12-28
1003246,man,64,Seoul,2021-12-24
1003247,man,61,Seoul,2021-12-20
1003248,man,61,Gyeonggi,2021-12-16
1003249,women,62,Gangwon,2021-12-12
1003250,man,60,Busan,2021-12-08
1003251,women,60,Daejeon,2021-12-12
1003252,women,60,Jeju,2021-11-30
1003253,man,60,Daejeon,2021-11-27
1003254,man,60,Daegu,2021-11-23
1003255,man,60,Gwangju,2021-11-19
1003256,women,62,Incheon,2021-11-15
1003257,man,64,Incheon,2021-11-11
1003258,women,64,Incheon,2021-11-07
1003259,women,61,Seoul,2021-11-11
1003260,women,50,Incheon,2021-12-28
1003261,man,52,Incheon,2021-12-24
1003262,man,54,Incheon,2021-12-20
1003263,man,54,Seoul,2021-12-16
1003264,women,51,Gyeonggi,2021-12-12
1003265,man,51,Seoul,2021-12-08
1003266,women,52,Seoul,2021-12-12
1003267,women,44,Gyeonggi,2021-11-30
1003268,man,44,Gangwon,2021-11-27
1003269,man,40,Busan,2021-11-23
1003270,man,48,Daejeon,2021-11-19
1003271,women,49,Jeju,2021-11-15
1003272,man,40,Daejeon,2021-11-11
1003273,women,22,Daegu,2021-11-07
1003274,women,21,Gwangju,2021-11-11
1003275,women,62,Gyeonggi,2021-12-28
1003276,man,64,Seoul,2021-12-24
1003277,man,64,Seoul,2021-12-20
1003278,man,61,Gyeonggi,2021-12-16
1003279,women,61,Gangwon,2021-12-12
1003280,man,62,Busan,2021-12-08
1003281,women,64,Daejeon,2021-12-12
1003282,women,64,Jeju,2021-11-30
1003283,man,61,Daejeon,2021-11-27
1003284,man,62,Daegu,2021-11-23
1003285,man,64,Gwangju,2021-11-19
1003286,women,64,Incheon,2021-11-15
1003287,man,61,Incheon,2021-11-11
1003288,women,61,Incheon,2021-11-07
1003289,women,62,Seoul,2021-11-11
1003290,women,51,Incheon,2021-12-28
1003291,man,52,Incheon,2021-12-24
1003292,man,54,Incheon,2021-12-20
1003293,man,54,Seoul,2021-12-16
1003294,women,51,Gyeonggi,2021-12-12
1003295,man,51,Seoul,2021-12-08
1003296,women,52,Seoul,2021-12-12
1003297,women,49,Gyeonggi,2021-11-30
1003298,man,40,Gangwon,2021-11-27
1003299,man,40,Busan,2021-11-23
1003300,man,48,Daejeon,2021-11-19
1003301,women,49,Jeju,2021-11-15
1003302,man,44,Daejeon,2021-11-11
1003303,women,20,Daegu,2021-11-07
1003304,women,28,Gwangju,2021-11-11
1003305,women,64,Gyeonggi,2021-12-28
1003306,man,61,Seoul,2021-12-24
1003307,man,61,Seoul,2021-12-20
1003308,man,62,Gyeonggi,2021-12-16
1003309,women,60,Gangwon,2021-12-12
1003310,man,60,Busan,2021-12-08
1003311,women,60,Daejeon,2021-12-12
1003312,women,60,Jeju,2021-11-30
1003313,man,62,Daejeon,2021-11-27
1003314,man,64,Daegu,2021-11-23
1003315,man,64,Gwangju,2021-11-19
1003316,women,61,Incheon,2021-11-15
1003317,man,62,Incheon,2021-11-11
1003318,women,64,Incheon,2021-11-07
1003319,women,64,Seoul,2021-11-11
1003320,man,44,Gangwon,2021-11-01
1003321,man,40,Busan,2021-11-02
1003322,man,48,Daejeon,2021-11-11
1003323,women,20,Jeju,2021-11-12
1003324,man,22,Daejeon,2021-11-19
1003325,women,39,Daegu,2021-11-20
1003326,women,33,Jeju,2021-11-21
1003327,man,33,Daejeon,2021-11-22
1003328,man,32,Daegu,2021-11-23
1003329,man,31,Gwangju,2021-11-24
1003330,women,49,Incheon,2021-12-08
1003331,man,40,Incheon,2021-12-09
1003332,women,40,Incheon,2021-12-10
1003333,women,55,Gwangju,2021-12-11
1003334,man,55,Incheon,2021-12-12
1003335,man,50,Incheon,2021-12-13
1003336,man,58,Incheon,2021-12-28
1003337,women,59,Seoul,2021-12-29
1003338,man,54,Gyeonggi,2021-12-30
1003339,man,30,Seoul,2021-12-10
1003340,women,30,Gyeonggi,2021-11-11
1003341,women,50,Daegu,2021-11-01
1003342,man,50,Gwangju,2021-11-06
1003343,women,50,Incheon,2021-11-11
1003344,women,50,Incheon,2021-11-16
1003345,man,54,Incheon,2021-11-21
1003346,man,54,Gwangju,2021-11-26
1003347,man,44,Incheon,2021-11-30
1003348,women,44,Incheon,2021-12-05
1003349,man,40,Incheon,2021-12-10
1003350,women,48,Seoul,2021-12-15
1003351,women,49,Gyeonggi,2021-12-20
1003352,man,40,Seoul,2021-12-25
1003353,man,22,Seoul,2021-12-30
1003354,man,43,Gangwon,2021-11-01
1003355,man,42,Busan,2021-11-02
1003356,man,41,Daejeon,2021-11-11
1003357,women,20,Jeju,2021-11-12
1003358,man,20,Daejeon,2021-11-19
1003359,women,33,Daegu,2021-11-20
1003360,women,33,Jeju,2021-11-21
1003361,man,32,Daejeon,2021-11-22
1003362,man,31,Daegu,2021-11-23
1003363,man,30,Gwangju,2021-11-24
1003364,women,40,Incheon,2021-12-08
1003365,man,40,Incheon,2021-12-09
1003366,women,44,Incheon,2021-12-10
1003367,women,50,Gwangju,2021-12-11
1003368,man,55,Incheon,2021-12-12
1003369,man,55,Incheon,2021-12-13
1003370,man,50,Incheon,2021-12-28
1003371,women,58,Seoul,2021-12-29
1003372,man,59,Gyeonggi,2021-12-30
1003373,man,30,Seoul,2021-12-10
1003374,women,33,Gyeonggi,2021-11-11
1003375,women,50,Daegu,2021-11-01
1003376,man,50,Gwangju,2021-11-06
1003377,women,50,Incheon,2021-11-11
1003378,women,50,Incheon,2021-11-16
1003379,man,50,Incheon,2021-11-21
1003380,man,50,Gwangju,2021-11-26
1003381,man,40,Incheon,2021-12-05
1003382,women,44,Incheon,2021-12-05
1003383,man,44,Incheon,2021-12-10
1003384,women,43,Seoul,2021-12-15
1003385,women,42,Gyeonggi,2021-12-20
1003386,man,41,Seoul,2021-12-25
1003387,man,20,Seoul,2021-12-30
1003388,women,42,Gwangju,2021-11-01
1003389,man,41,Gyeonggi,2021-11-02
1003390,man,40,Seoul,2021-11-11
1003391,man,40,Seoul,2021-11-12
1003392,man,40,Seoul,2021-11-19
1003393,man,40,Seoul,2021-11-20
1003394,man,40,Seoul,2021-11-21
1003395,women,40,Daegu,2021-11-22
1003396,women,40,Daegu,2021-11-23
1003397,women,40,Daegu,2021-11-24
1003398,women,40,Daegu,2021-12-08
1003399,women,40,Daegu,2021-12-09
1003400,women,53,Seoul,2021-12-10
1003401,women,52,Seoul,2021-12-11
1003402,women,51,Seoul,2021-12-12
1003403,man,50,Gyeonggi,2020-12-30
1003404,man,21,Seoul,2020-12-30
1003405,man,50,Gyeonggi,2020-12-30
1003406,man,20,Seoul,2020-12-30
1003407,man,50,Gyeonggi,2020-12-30
1003408,man,20,Seoul,2020-12-30
1003409,man,55,Gyeonggi,2020-12-30
1003410,man,25,Seoul,2020-12-30
1003411,man,55,Gyeonggi,2020-12-30
1003412,man,23,Seoul,2020-12-30
1003413,man,50,Gyeonggi,2020-12-30
1003414,man,23,Seoul,2020-12-30
1003415,man,54,Gyeonggi,2020-12-30
1003416,man,22,Seoul,2020-12-30
1003417,man,59,Gyeonggi,2020-12-30
1003418,man,20,Seoul,2020-12-30
1003419,women,59,Seoul,2020-12-29
1003420,women,52,Seoul,2020-12-29
1003421,women,52,Seoul,2020-12-29
1003422,women,58,Seoul,2020-12-29
1003423,women,59,Seoul,2020-12-29
1003424,women,50,Seoul,2020-12-29
1003425,women,59,Seoul,2020-12-29
1003426,women,58,Seoul,2020-12-29
1003427,man,58,Incheon,2020-12-28
1003428,women,51,Incheon,2020-12-28
1003429,women,60,Gyeonggi,2020-12-28
1003430,women,50,Incheon,2020-12-28
1003431,women,61,Gyeonggi,2020-12-28
1003432,women,53,Incheon,2020-12-28
1003433,women,60,Gyeonggi,2020-12-28
1003434,women,50,Incheon,2020-12-28
1003435,women,61,Gyeonggi,2020-12-28
1003436,women,50,Incheon,2020-12-28
1003437,women,65,Gyeonggi,2020-12-28
1003438,man,51,Incheon,2020-12-28
1003439,man,51,Incheon,2020-12-28
1003440,man,50,Incheon,2020-12-28
1003441,women,69,Gyeonggi,2020-12-28
1003442,women,55,Incheon,2020-12-28
1003443,women,60,Gyeonggi,2020-12-28
1003444,women,55,Incheon,2020-12-28
1003445,women,60,Gyeonggi,2020-11-28
1003446,women,50,Incheon,2020-11-28
1003447,women,60,Gyeonggi,2020-11-28
1003448,women,58,Incheon,2020-11-28
1003449,women,60,Gyeonggi,2020-11-28
1003450,man,59,Incheon,2020-11-28
1003451,man,53,Incheon,2020-11-28
1003452,women,51,Incheon,2020-11-28
1003453,women,60,Gyeonggi,2020-11-28
1003454,women,52,Incheon,2020-11-28
1003455,women,64,Gyeonggi,2020-11-28
1003456,women,50,Incheon,2020-11-28
1003457,women,62,Gyeonggi,2020-11-28
1003458,women,51,Incheon,2020-11-28
1003459,women,64,Gyeonggi,2020-11-28
1003460,man,58,Incheon,2020-11-28
1003461,man,50,Incheon,2020-11-28
1003462,man,59,Seoul,2020-11-25
1003463,man,50,Seoul,2020-11-25
1003464,man,51,Seoul,2020-11-25
1003465,man,40,Seoul,2020-11-25
1003466,man,44,Seoul,2020-11-25
1003467,man,44,Seoul,2020-11-25
1003468,man,40,Seoul,2020-11-25
1003469,man,41,Seoul,2020-11-25
1003470,man,50,Incheon,2020-11-24
1003471,man,65,Seoul,2020-11-24
1003472,man,50,Incheon,2020-11-24
1003473,man,60,Seoul,2020-11-24
1003474,man,52,Incheon,2020-11-24
1003475,man,65,Seoul,2020-11-24
1003476,man,54,Incheon,2020-11-24
1003477,man,61,Seoul,2020-11-24
1003478,man,50,Incheon,2020-11-24
1003479,man,68,Seoul,2020-11-24
1003480,man,64,Seoul,2020-11-24
1003481,man,52,Incheon,2020-11-24
1003482,man,64,Seoul,2020-11-24
1003483,man,51,Incheon,2020-11-24
1003484,man,63,Seoul,2020-11-24
1003485,man,50,Incheon,2020-11-24
1003486,man,62,Seoul,2020-11-24
1003487,man,50,Incheon,2020-11-24
1003488,man,61,Seoul,2020-11-24
1003489,man,52,Incheon,2020-11-24
1003490,man,60,Seoul,2020-11-24
1003491,man,54,Incheon,2020-11-24
1003492,man,64,Seoul,2020-12-24
1003493,man,52,Incheon,2020-12-24
1003494,man,64,Seoul,2020-12-24
1003495,man,52,Incheon,2020-12-24
1003496,man,61,Seoul,2020-12-24
1003497,women,58,Gyeonggi,2020-12-20
1003498,man,50,Incheon,2020-12-20
1003499,man,67,Seoul,2020-12-20
1003500,man,50,Incheon,2020-12-20
1003501,man,60,Seoul,2020-12-20
1003502,man,51,Incheon,2020-12-20
1003503,man,68,Seoul,2020-12-20
1003504,man,54,Incheon,2020-12-20
1003505,man,62,Seoul,2020-12-20
1003506,man,52,Incheon,2020-12-20
1003507,man,68,Seoul,2020-12-20
1003508,women,52,Gyeonggi,2020-12-20
1003509,women,54,Gyeonggi,2020-12-20
1003510,women,43,Gyeonggi,2020-12-20
1003511,man,60,Seoul,2020-12-20
1003512,man,55,Incheon,2020-12-20
1003513,man,60,Seoul,2020-12-20
1003514,man,55,Incheon,2020-12-20
1003515,man,65,Seoul,2020-12-20
1003516,man,50,Incheon,2020-12-20
1003517,man,66,Seoul,2020-12-20
1003518,man,58,Incheon,2020-12-20
1003519,man,60,Seoul,2020-12-20
1003520,women,42,Gyeonggi,2020-12-20
1003521,women,41,Gyeonggi,2020-12-20
1003522,man,50,Incheon,2020-12-20
1003523,man,60,Seoul,2020-12-20
1003524,man,54,Incheon,2020-12-20
1003525,man,61,Seoul,2020-12-20
1003526,man,54,Incheon,2020-12-20
1003527,man,64,Seoul,2020-12-20
1003528,man,54,Incheon,2020-12-20
1003529,man,61,Seoul,2020-12-20
1003530,women,49,Gyeonggi,2020-12-20
1003531,women,42,Gyeonggi,2020-12-20
1003532,man,55,Seoul,2020-12-16
1003533,man,68,Gyeonggi,2020-12-16
1003534,man,50,Seoul,2020-12-16
1003535,man,61,Gyeonggi,2020-12-16
1003536,man,50,Seoul,2020-12-16
1003537,man,68,Gyeonggi,2020-12-16
1003538,man,53,Seoul,2020-12-16
1003539,man,64,Gyeonggi,2020-12-16
1003540,man,54,Seoul,2020-12-16
1003541,man,60,Gyeonggi,2020-12-16
1003542,man,68,Gyeonggi,2020-12-16
1003543,man,59,Seoul,2020-12-16
1003544,man,69,Gyeonggi,2020-12-16
1003545,man,50,Seoul,2020-12-16
1003546,man,60,Gyeonggi,2020-12-16
1003547,man,50,Seoul,2020-12-16
1003548,man,60,Gyeonggi,2020-12-16
1003549,man,50,Seoul,2020-12-16
1003550,man,65,Gyeonggi,2020-12-16
1003551,man,50,Seoul,2020-12-16
1003552,man,60,Gyeonggi,2020-12-16
1003553,man,51,Seoul,2020-12-16
1003554,man,61,Gyeonggi,2020-12-16
1003555,man,54,Seoul,2020-12-16
1003556,man,61,Gyeonggi,2020-12-16
1003557,man,54,Seoul,2020-12-16
1003558,man,62,Gyeonggi,2020-12-16
1003559,women,50,Seoul,2020-12-15
1003560,women,51,Seoul,2020-12-15
1003561,women,54,Seoul,2020-12-15
1003562,women,48,Seoul,2020-12-15
1003563,women,49,Seoul,2020-12-15
1003564,women,44,Seoul,2020-12-15
1003565,women,48,Seoul,2020-12-15
1003566,women,43,Seoul,2020-12-15
1003567,man,50,Incheon,2020-12-13
1003568,man,51,Incheon,2020-12-13
1003569,man,51,Incheon,2020-12-13
1003570,man,50,Incheon,2020-12-13
1003571,man,50,Incheon,2020-12-13
1003572,man,50,Incheon,2020-12-13
1003573,man,50,Incheon,2020-12-13
1003574,man,55,Incheon,2020-12-13
1003575,man,55,Incheon,2020-12-12
1003576,women,55,Gyeonggi,2020-12-12
1003577,women,58,Seoul,2020-12-12
1003578,women,69,Gangwon,2020-12-12
1003579,women,64,Daejeon,2020-12-12
1003580,women,54,Gyeonggi,2020-12-12
1003581,women,53,Seoul,2020-12-12
1003582,women,60,Gangwon,2020-12-12
1003583,women,61,Daejeon,2020-12-12
1003584,women,50,Gyeonggi,2020-12-12
1003585,women,55,Seoul,2020-12-12
1003586,women,60,Gangwon,2020-12-12
1003587,women,63,Daejeon,2020-12-12
1003588,women,52,Gyeonggi,2020-12-12
1003589,women,50,Seoul,2020-12-12
1003590,women,64,Gangwon,2020-12-12
1003591,women,61,Daejeon,2020-12-12
1003592,women,54,Gyeonggi,2020-12-12
1003593,women,51,Seoul,2020-12-12
1003594,women,69,Gangwon,2020-12-12
1003595,women,61,Daejeon,2020-12-12
1003596,man,54,Incheon,2020-12-12
1003597,man,54,Incheon,2020-12-12
1003598,man,54,Incheon,2020-12-12
1003599,women,66,Gangwon,2020-12-12
1003600,women,54,Gyeonggi,2020-12-12
1003601,women,60,Gangwon,2020-12-12
1003602,women,53,Gyeonggi,2020-12-12
1003603,women,68,Gangwon,2020-12-12
1003604,women,52,Gyeonggi,2020-12-12
1003605,women,69,Gangwon,2020-12-12
1003606,women,51,Gyeonggi,2020-12-12
1003607,women,63,Gangwon,2020-12-12
1003608,man,50,Incheon,2020-12-12
1003609,man,50,Incheon,2020-12-12
1003610,women,66,Daejeon,2020-12-12
1003611,women,55,Seoul,2020-12-12
1003612,women,60,Daejeon,2020-12-12
1003613,women,55,Seoul,2020-12-12
1003614,women,68,Daejeon,2020-12-12
1003615,women,54,Seoul,2020-12-12
1003616,women,69,Daejeon,2020-12-12
1003617,women,54,Seoul,2020-12-12
1003618,women,60,Daejeon,2020-12-12
1003619,women,50,Gyeonggi,2020-12-12
1003620,women,50,Seoul,2020-12-12
1003621,women,60,Gangwon,2020-12-12
1003622,women,60,Daejeon,2020-12-12
1003623,women,51,Gyeonggi,2020-12-12
1003624,women,54,Seoul,2020-12-12
1003625,women,62,Gangwon,2020-12-12
1003626,women,60,Daejeon,2020-12-12
1003627,women,51,Gyeonggi,2020-12-12
1003628,women,52,Seoul,2020-12-12
1003629,women,61,Gangwon,2020-12-12
1003630,women,64,Daejeon,2020-12-12
1003631,women,51,Gyeonggi,2020-12-12
1003632,women,52,Seoul,2020-12-12
1003633,women,60,Gangwon,2020-12-12
1003634,women,60,Daejeon,2020-12-12
1003635,man,55,Incheon,2020-12-12
1003636,man,55,Incheon,2020-12-12
1003637,women,51,Seoul,2020-12-12
1003638,women,55,Gwangju,2020-12-11
1003639,women,54,Gwangju,2020-12-11
1003640,women,54,Gwangju,2020-12-11
1003641,women,55,Gwangju,2020-12-11
1003642,women,55,Gwangju,2020-12-11
1003643,women,50,Gwangju,2020-12-11
1003644,women,55,Gwangju,2020-12-11
1003645,women,50,Gwangju,2020-12-11
1003646,women,52,Seoul,2020-12-11
1003647,women,50,Incheon,2020-12-10
1003648,man,30,Seoul,2020-12-10
1003649,man,55,Incheon,2020-12-10
1003650,women,52,Incheon,2020-12-10
1003651,man,31,Seoul,2020-12-10
1003652,man,51,Incheon,2020-12-10
1003653,women,52,Incheon,2020-12-10
1003654,man,31,Seoul,2020-12-10
1003655,man,52,Incheon,2020-12-10
1003656,women,43,Incheon,2020-12-10
1003657,man,30,Seoul,2020-12-10
1003658,man,42,Incheon,2020-12-10
1003659,women,41,Incheon,2020-12-10
1003660,man,38,Seoul,2020-12-10
1003661,man,40,Incheon,2020-12-10
1003662,women,40,Incheon,2020-12-10
1003663,man,39,Seoul,2020-12-10
1003664,man,44,Incheon,2020-12-10
1003665,women,40,Incheon,2020-12-10
1003666,man,30,Seoul,2020-12-10
1003667,man,40,Incheon,2020-12-10
1003668,women,44,Incheon,2020-12-10
1003669,man,30,Seoul,2020-12-10
1003670,man,44,Incheon,2020-12-10
1003671,women,53,Seoul,2020-12-10
1003672,man,50,Incheon,2020-12-09
1003673,man,50,Incheon,2020-12-09
1003674,man,50,Incheon,2020-12-09
1003675,man,44,Incheon,2020-12-09
1003676,man,40,Incheon,2020-12-09
1003677,man,48,Incheon,2020-12-09
1003678,man,40,Incheon,2020-12-09
1003679,man,40,Incheon,2020-12-09
1003680,women,40,Daegu,2020-12-09
1003681,women,50,Incheon,2020-12-08
1003682,man,50,Seoul,2020-12-08
1003683,man,60,Busan,2020-12-08
1003684,man,54,Seoul,2020-12-08
1003685,man,63,Busan,2020-12-08
1003686,man,55,Seoul,2020-12-08
1003687,man,69,Busan,2020-12-08
1003688,man,51,Seoul,2020-12-08
1003689,man,61,Busan,2020-12-08
1003690,man,51,Seoul,2020-12-08
1003691,man,61,Busan,2020-12-08
1003692,women,52,Incheon,2020-12-08
1003693,women,50,Incheon,2020-12-08
1003694,women,49,Incheon,2020-12-08
1003695,man,62,Busan,2020-12-08
1003696,man,58,Seoul,2020-12-08
1003697,man,61,Busan,2020-12-08
1003698,man,59,Seoul,2020-12-08
1003699,man,60,Busan,2020-12-08
1003700,man,50,Seoul,2020-12-08
1003701,man,60,Busan,2020-12-08
1003702,man,50,Seoul,2020-12-08
1003703,man,65,Busan,2020-12-08
1003704,women,40,Incheon,2020-12-08
1003705,women,40,Incheon,2020-12-08
1003706,man,50,Seoul,2020-12-08
1003707,man,60,Busan,2020-12-08
1003708,man,52,Seoul,2020-12-08
1003709,man,60,Busan,2020-12-08
